region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
VA,840-51,0,,,,
VA,840-51,1,,,,
VA,840-51,2,,,,
VA,840-51,3,,,,
VA,840-51,4,,,,
VA,840-51,5,,,,
VA,840-51,6,,,,
VA,840-51,7,,,,
VA,840-51,8,,,,
VA,840-51,9,,,,
VA,840-51,10,,,,
VA,840-51,11,,,,
VA,840-51,12,,,,
VA,840-51,13,,,,
VA,840-51,14,,,,
VA,840-51,15,,,,
VA,840-51,16,,,,
VA,840-51,17,,,,
VA,840-51,18,,,,
VA,840-51,19,,,,
VA,840-51,20,,,,
VA,840-51,21,,,,
VA,840-51,22,,,,
VA,840-51,23,,,,
VA,840-51,24,,,,
VA,840-51,25,,,,
VA,840-51,26,,,,
VA,840-51,27,,,,
VA,840-51,28,,,,
VA,840-51,29,,,,
VA,840-51,30,,,,
VA,840-51,31,,,,
VA,840-51,32,,,,
VA,840-51,33,,,,
VA,840-51,34,,,,
VA,840-51,35,,,,
VA,840-51,36,,,,
VA,840-51,37,,,,
VA,840-51,38,,,,
VA,840-51,39,,,,
VA,840-51,40,,,,
VA,840-51,41,,,,
VA,840-51,42,,,,
VA,840-51,43,,,,
VA,840-51,44,,,,
VA,840-51,45,,,,
VA,840-51,46,,,,
VA,840-51,47,,,,
VA,840-51,48,,,,
VA,840-51,49,,,,
VA,840-51,50,,,,
VA,840-51,51,,,,
VA,840-51,52,,,,
VA,840-51,53,,,,
VA,840-51,54,,,,
VA,840-51,55,,,,
VA,840-51,56,,,,
VA,840-51,57,,,,
VA,840-51,58,,,,
VA,840-51,59,,,,
VA,840-51,60,,,,
VA,840-51,61,,,,
VA,840-51,62,,,,
VA,840-51,63,,,,
VA,840-51,64,,,,
VA,840-51,65,,,,
VA,840-51,66,,,,
VA,840-51,67,,,,
VA,840-51,68,,,,
VA,840-51,69,,,,
VA,840-51,70,,,,
VA,840-51,71,,,,
VA,840-51,72,,,,
VA,840-51,73,,,,
VA,840-51,74,,,,
VA,840-51,75,,,,
VA,840-51,76,,,,
VA,840-51,77,,,,
VA,840-51,78,,,,
VA,840-51,79,,,,
VA,840-51,80,,,,
VA,840-51,81,,,,
VA,840-51,82,,,,
VA,840-51,83,,,,
VA,840-51,84,,,,
VA,840-51,85,,,,
VA,840-51,86,,,,
VA,840-51,87,,,,
VA,840-51,88,,,,
VA,840-51,89,,,,
VA,840-51,90,,,,
VA,840-51,91,,,,
VA,840-51,92,,,,
VA,840-51,93,,,,
VA,840-51,94,,,,
VA,840-51,95,,,,
VA,840-51,96,,,,
VA,840-51,97,,,,
VA,840-51,98,,,,
VA,840-51,99,,,,
VA,840-51,100,,,,
