region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
WV,840-54,0,,,,
WV,840-54,1,,,,
WV,840-54,2,,,,
WV,840-54,3,,,,
WV,840-54,4,,,,
WV,840-54,5,,,,
WV,840-54,6,,,,
WV,840-54,7,,,,
WV,840-54,8,,,,
WV,840-54,9,,,,
WV,840-54,10,,,,
WV,840-54,11,,,,
WV,840-54,12,,,,
WV,840-54,13,,,,
WV,840-54,14,,,,
WV,840-54,15,,,,
WV,840-54,16,,,,
WV,840-54,17,,,,
WV,840-54,18,,,,
WV,840-54,19,,,,
WV,840-54,20,,,,
WV,840-54,21,,,,
WV,840-54,22,,,,
WV,840-54,23,,,,
WV,840-54,24,,,,
WV,840-54,25,,,,
WV,840-54,26,,,,
WV,840-54,27,,,,
WV,840-54,28,,,,
WV,840-54,29,,,,
WV,840-54,30,,,,
WV,840-54,31,,,,
WV,840-54,32,,,,
WV,840-54,33,,,,
WV,840-54,34,,,,
WV,840-54,35,,,,
WV,840-54,36,,,,
WV,840-54,37,,,,
WV,840-54,38,,,,
WV,840-54,39,,,,
WV,840-54,40,,,,
WV,840-54,41,,,,
WV,840-54,42,,,,
WV,840-54,43,,,,
WV,840-54,44,,,,
WV,840-54,45,,,,
WV,840-54,46,,,,
WV,840-54,47,,,,
WV,840-54,48,,,,
WV,840-54,49,,,,
WV,840-54,50,,,,
WV,840-54,51,,,,
WV,840-54,52,,,,
WV,840-54,53,,,,
WV,840-54,54,,,,
WV,840-54,55,,,,
WV,840-54,56,,,,
WV,840-54,57,,,,
WV,840-54,58,,,,
WV,840-54,59,,,,
WV,840-54,60,,,,
WV,840-54,61,,,,
WV,840-54,62,,,,
WV,840-54,63,,,,
WV,840-54,64,,,,
WV,840-54,65,,,,
WV,840-54,66,,,,
WV,840-54,67,,,,
WV,840-54,68,,,,
WV,840-54,69,,,,
WV,840-54,70,,,,
WV,840-54,71,,,,
WV,840-54,72,,,,
WV,840-54,73,,,,
WV,840-54,74,,,,
WV,840-54,75,,,,
WV,840-54,76,,,,
WV,840-54,77,,,,
WV,840-54,78,,,,
WV,840-54,79,,,,
WV,840-54,80,,,,
WV,840-54,81,,,,
WV,840-54,82,,,,
WV,840-54,83,,,,
WV,840-54,84,,,,
WV,840-54,85,,,,
WV,840-54,86,,,,
WV,840-54,87,,,,
WV,840-54,88,,,,
WV,840-54,89,,,,
WV,840-54,90,,,,
WV,840-54,91,,,,
WV,840-54,92,,,,
WV,840-54,93,,,,
WV,840-54,94,,,,
WV,840-54,95,,,,
WV,840-54,96,,,,
WV,840-54,97,,,,
WV,840-54,98,,,,
WV,840-54,99,,,,
WV,840-54,100,,,,
