region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NC,840-37,0,,,62470,59770,,
NC,840-37,1,,,63280,60900,,
NC,840-37,2,,,66920,63340,,
NC,840-37,3,,,66380,63030,,
NC,840-37,4,,,64610,63240,,
NC,840-37,5,,,64940,61430,,
NC,840-37,6,,,65430,61900,,
NC,840-37,7,,,63140,61300,,
NC,840-37,8,,,64220,62840,,
NC,840-37,9,,,66730,64180,,
NC,840-37,10,,,65960,63460,,
NC,840-37,11,,,66000,62340,,
NC,840-37,12,,,64590,62600,,
NC,840-37,13,,,62770,60390,,
NC,840-37,14,,,64650,58670,,
NC,840-37,15,,,64920,61770,,
NC,840-37,16,,,64200,61090,,
NC,840-37,17,,,66650,62940,,
NC,840-37,18,,,68420,66260,,
NC,840-37,19,,,71590,68600,,
NC,840-37,20,,,72110,69780,,
NC,840-37,21,,,70390,65440,,
NC,840-37,22,,,66630,63470,,
NC,840-37,23,,,65680,62850,,
NC,840-37,24,,,64060,63660,,
NC,840-37,25,,,61330,62590,,
NC,840-37,26,,,61320,60870,,
NC,840-37,27,,,63100,64010,,
NC,840-37,28,,,62230,64000,,
NC,840-37,29,,,60940,64540,,
NC,840-37,30,,,63790,65830,,
NC,840-37,31,,,60110,61430,,
NC,840-37,32,,,63180,63570,,
NC,840-37,33,,,60580,62610,,
NC,840-37,34,,,59090,62680,,
NC,840-37,35,,,63320,65280,,
NC,840-37,36,,,61720,63010,,
NC,840-37,37,,,63490,66500,,
NC,840-37,38,,,67310,67450,,
NC,840-37,39,,,70700,73260,,
NC,840-37,40,,,69130,72240,,
NC,840-37,41,,,65940,66690,,
NC,840-37,42,,,65120,64550,,
NC,840-37,43,,,65190,65960,,
NC,840-37,44,,,64880,66570,,
NC,840-37,45,,,69500,71090,,
NC,840-37,46,,,68150,70240,,
NC,840-37,47,,,67500,71810,,
NC,840-37,48,,,67820,72010,,
NC,840-37,49,,,66320,71160,,
NC,840-37,50,,,68880,70640,,
NC,840-37,51,,,65850,70050,,
NC,840-37,52,,,66100,70320,,
NC,840-37,53,,,62340,68420,,
NC,840-37,54,,,61160,65740,,
NC,840-37,55,,,60970,67190,,
NC,840-37,56,,,57980,65690,,
NC,840-37,57,,,57210,63450,,
NC,840-37,58,,,55900,62020,,
NC,840-37,59,,,53810,59620,,
NC,840-37,60,,,53840,58300,,
NC,840-37,61,,,52460,58560,,
NC,840-37,62,,,53650,60710,,
NC,840-37,63,,,54240,58370,,
NC,840-37,64,,,41490,46140,,
NC,840-37,65,,,40350,45860,,
NC,840-37,66,,,40180,46280,,
NC,840-37,67,,,40340,44450,,
NC,840-37,68,,,34550,41470,,
NC,840-37,69,,,31650,36990,,
NC,840-37,70,,,30140,35010,,
NC,840-37,71,,,28880,32830,,
NC,840-37,72,,,26700,32760,,
NC,840-37,73,,,24580,30030,,
NC,840-37,74,,,24240,29770,,
NC,840-37,75,,,22280,28200,,
NC,840-37,76,,,19310,26020,,
NC,840-37,77,,,18690,26010,,
NC,840-37,78,,,17300,24370,,
NC,840-37,79,,,16750,22960,,
NC,840-37,80,,,15080,22870,,
NC,840-37,81,,,13870,21630,,
NC,840-37,82,,,13380,20760,,
NC,840-37,83,,,11680,19030,,
NC,840-37,84,,,9540,18180,,
NC,840-37,85,,,8110,16450,,
NC,840-37,86,,,7970,15350,,
NC,840-37,87,,,6050,13030,,
NC,840-37,88,,,5860,12070,,
NC,840-37,89,,,4270,10560,,
NC,840-37,90,,,3074.114701,8278.309787,,
NC,840-37,91,,,2267.419939,6477.225535,,
NC,840-37,92,,,1814.535999,5539.208579,,
NC,840-37,93,,,1308.473905,4285.103104,,
NC,840-37,94,,,952.7933688,3423.950678,,
NC,840-37,95,,,689.9680628,2679.308695,,
NC,840-37,96,,,478.8207907,2026.553538,,
NC,840-37,97,,,321.1995261,1459.670893,,
NC,840-37,98,,,206.5816906,1012.238424,,
NC,840-37,99,,,132.771457,703.2160465,,
NC,840-37,100,,,203.320561,1215.214721,,
