"from","to","gender","age","rate"
"AK","RI","m","0","0"
"AK","RI","m","1","0"
"AK","RI","m","2","0"
"AK","RI","m","3","0"
"AK","RI","m","4","0"
"AK","RI","m","5","0"
"AK","RI","m","6","0"
"AK","RI","m","7","0"
"AK","RI","m","8","0"
"AK","RI","m","9","0"
"AK","RI","m","10","0"
"AK","RI","m","11","0"
"AK","RI","m","12","0"
"AK","RI","m","13","0"
"AK","RI","m","14","0"
"AK","RI","m","15","0"
"AK","RI","m","16","0"
"AK","RI","m","17","0"
"AK","RI","m","18","0"
"AK","RI","m","19","0"
"AK","RI","m","20","0"
"AK","RI","m","21","0"
"AK","RI","m","22","0"
"AK","RI","m","23","0"
"AK","RI","m","24","0"
"AK","RI","m","25","0.00032274"
"AK","RI","m","26","0.00032274"
"AK","RI","m","27","0.00032274"
"AK","RI","m","28","0.00032274"
"AK","RI","m","29","0.00032274"
"AK","RI","m","30","0.000170952"
"AK","RI","m","31","0.000170952"
"AK","RI","m","32","0.000170952"
"AK","RI","m","33","0.000170952"
"AK","RI","m","34","0.000170952"
"AK","RI","m","35","0"
"AK","RI","m","36","0"
"AK","RI","m","37","0"
"AK","RI","m","38","0"
"AK","RI","m","39","0"
"AK","RI","m","40","0.000310344"
"AK","RI","m","41","0.000310344"
"AK","RI","m","42","0.000310344"
"AK","RI","m","43","0.000310344"
"AK","RI","m","44","0.000310344"
"AK","RI","m","45","0"
"AK","RI","m","46","0"
"AK","RI","m","47","0"
"AK","RI","m","48","0"
"AK","RI","m","49","0"
"AK","RI","m","50","0.000203084"
"AK","RI","m","51","0.000203084"
"AK","RI","m","52","0.000203084"
"AK","RI","m","53","0.000203084"
"AK","RI","m","54","0.000203084"
"AK","RI","m","55","0"
"AK","RI","m","56","0"
"AK","RI","m","57","0"
"AK","RI","m","58","0"
"AK","RI","m","59","0"
"AK","RI","m","60","0"
"AK","RI","m","61","0"
"AK","RI","m","62","0"
"AK","RI","m","63","0"
"AK","RI","m","64","0"
"AK","RI","m","65","0"
"AK","RI","m","66","0"
"AK","RI","m","67","0"
"AK","RI","m","68","0"
"AK","RI","m","69","0"
"AK","RI","m","70","0"
"AK","RI","m","71","0"
"AK","RI","m","72","0"
"AK","RI","m","73","0"
"AK","RI","m","74","0"
"AK","RI","m","75","0"
"AK","RI","m","76","0"
"AK","RI","m","77","0"
"AK","RI","m","78","0"
"AK","RI","m","79","0"
"AK","RI","m","80","0"
"AK","RI","m","81","0"
"AK","RI","m","82","0"
"AK","RI","m","83","0"
"AK","RI","m","84","0"
"AK","RI","m","85","0"
"AK","RI","m","86","0"
"AK","RI","m","87","0"
"AK","RI","m","88","0"
"AK","RI","m","89","0"
"AK","RI","m","90","0"
"AK","RI","m","91","0"
"AK","RI","m","92","0"
"AK","RI","m","93","0"
"AK","RI","m","94","0"
"AK","RI","m","95","0"
"AK","RI","m","96","0"
"AK","RI","m","97","0"
"AK","RI","m","98","0"
"AK","RI","m","99","0"
"AK","RI","m","100","0"
