region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
RI,840-44,0,,,5170,5550,,
RI,840-44,1,,,5820,5490,,
RI,840-44,2,,,5810,6060,,
RI,840-44,3,,,6100,5570,,
RI,840-44,4,,,6010,5970,,
RI,840-44,5,,,6150,6240,,
RI,840-44,6,,,5960,6100,,
RI,840-44,7,,,5730,5690,,
RI,840-44,8,,,6060,6050,,
RI,840-44,9,,,5870,5870,,
RI,840-44,10,,,5490,6590,,
RI,840-44,11,,,6430,6110,,
RI,840-44,12,,,6190,6660,,
RI,840-44,13,,,6190,6420,,
RI,840-44,14,,,6460,6720,,
RI,840-44,15,,,7030,6400,,
RI,840-44,16,,,6920,7180,,
RI,840-44,17,,,7160,7650,,
RI,840-44,18,,,9130,8310,,
RI,840-44,19,,,10360,10140,,
RI,840-44,20,,,10220,9400,,
RI,840-44,21,,,9560,9050,,
RI,840-44,22,,,7740,8180,,
RI,840-44,23,,,7040,6930,,
RI,840-44,24,,,6920,6580,,
RI,840-44,25,,,6490,6960,,
RI,840-44,26,,,6620,6470,,
RI,840-44,27,,,6540,6610,,
RI,840-44,28,,,6440,6850,,
RI,840-44,29,,,6780,6510,,
RI,840-44,30,,,6960,5940,,
RI,840-44,31,,,6380,5940,,
RI,840-44,32,,,6110,6220,,
RI,840-44,33,,,5480,6150,,
RI,840-44,34,,,5690,5500,,
RI,840-44,35,,,6260,5630,,
RI,840-44,36,,,5940,5700,,
RI,840-44,37,,,6370,5800,,
RI,840-44,38,,,6930,6240,,
RI,840-44,39,,,7510,7110,,
RI,840-44,40,,,7630,7240,,
RI,840-44,41,,,7470,6850,,
RI,840-44,42,,,7470,7360,,
RI,840-44,43,,,7640,6880,,
RI,840-44,44,,,7770,7310,,
RI,840-44,45,,,8170,7980,,
RI,840-44,46,,,8270,7440,,
RI,840-44,47,,,8300,7750,,
RI,840-44,48,,,8190,8420,,
RI,840-44,49,,,7760,8230,,
RI,840-44,50,,,8670,7910,,
RI,840-44,51,,,8320,7700,,
RI,840-44,52,,,8660,8350,,
RI,840-44,53,,,8530,7870,,
RI,840-44,54,,,8080,7540,,
RI,840-44,55,,,8110,7210,,
RI,840-44,56,,,7780,6960,,
RI,840-44,57,,,6990,6480,,
RI,840-44,58,,,6940,6170,,
RI,840-44,59,,,6540,6310,,
RI,840-44,60,,,6720,6250,,
RI,840-44,61,,,5910,5700,,
RI,840-44,62,,,6670,6220,,
RI,840-44,63,,,6320,6140,,
RI,840-44,64,,,4900,4710,,
RI,840-44,65,,,4750,4270,,
RI,840-44,66,,,4650,4490,,
RI,840-44,67,,,5270,4680,,
RI,840-44,68,,,4380,3390,,
RI,840-44,69,,,4080,3270,,
RI,840-44,70,,,3360,3190,,
RI,840-44,71,,,3350,3090,,
RI,840-44,72,,,3570,2920,,
RI,840-44,73,,,3220,2510,,
RI,840-44,74,,,3340,2410,,
RI,840-44,75,,,3060,2260,,
RI,840-44,76,,,3020,2290,,
RI,840-44,77,,,3000,2020,,
RI,840-44,78,,,2790,2000,,
RI,840-44,79,,,3400,2070,,
RI,840-44,80,,,3060,2210,,
RI,840-44,81,,,3360,1910,,
RI,840-44,82,,,3250,2200,,
RI,840-44,83,,,3080,1700,,
RI,840-44,84,,,2840,1850,,
RI,840-44,85,,,2740,1530,,
RI,840-44,86,,,2500,1260,,
RI,840-44,87,,,2240,1350,,
RI,840-44,88,,,2360,1000,,
RI,840-44,89,,,1680,950,,
RI,840-44,90,,,1546.32579,689.9977974,,
RI,840-44,91,,,1209.896845,508.9318115,,
RI,840-44,92,,,1034.682357,407.2801325,,
RI,840-44,93,,,800.4249194,293.6923962,,
RI,840-44,94,,,639.5681454,213.8584243,,
RI,840-44,95,,,500.4746431,154.866194,,
RI,840-44,96,,,378.5449062,107.4733129,,
RI,840-44,97,,,272.6555065,72.09456611,,
RI,840-44,98,,,189.078498,46.36811745,,
RI,840-44,99,,,131.3554502,29.80110432,,
RI,840-44,100,,,226.9929384,45.63614338,,
