region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
NC,840-37,0,,,,
NC,840-37,1,,,,
NC,840-37,2,,,,
NC,840-37,3,,,,
NC,840-37,4,,,,
NC,840-37,5,,,,
NC,840-37,6,,,,
NC,840-37,7,,,,
NC,840-37,8,,,,
NC,840-37,9,,,,
NC,840-37,10,,,,
NC,840-37,11,,,,
NC,840-37,12,,,,
NC,840-37,13,,,,
NC,840-37,14,,,,
NC,840-37,15,,,,
NC,840-37,16,,,,
NC,840-37,17,,,,
NC,840-37,18,,,,
NC,840-37,19,,,,
NC,840-37,20,,,,
NC,840-37,21,,,,
NC,840-37,22,,,,
NC,840-37,23,,,,
NC,840-37,24,,,,
NC,840-37,25,,,,
NC,840-37,26,,,,
NC,840-37,27,,,,
NC,840-37,28,,,,
NC,840-37,29,,,,
NC,840-37,30,,,,
NC,840-37,31,,,,
NC,840-37,32,,,,
NC,840-37,33,,,,
NC,840-37,34,,,,
NC,840-37,35,,,,
NC,840-37,36,,,,
NC,840-37,37,,,,
NC,840-37,38,,,,
NC,840-37,39,,,,
NC,840-37,40,,,,
NC,840-37,41,,,,
NC,840-37,42,,,,
NC,840-37,43,,,,
NC,840-37,44,,,,
NC,840-37,45,,,,
NC,840-37,46,,,,
NC,840-37,47,,,,
NC,840-37,48,,,,
NC,840-37,49,,,,
NC,840-37,50,,,,
NC,840-37,51,,,,
NC,840-37,52,,,,
NC,840-37,53,,,,
NC,840-37,54,,,,
NC,840-37,55,,,,
NC,840-37,56,,,,
NC,840-37,57,,,,
NC,840-37,58,,,,
NC,840-37,59,,,,
NC,840-37,60,,,,
NC,840-37,61,,,,
NC,840-37,62,,,,
NC,840-37,63,,,,
NC,840-37,64,,,,
NC,840-37,65,,,,
NC,840-37,66,,,,
NC,840-37,67,,,,
NC,840-37,68,,,,
NC,840-37,69,,,,
NC,840-37,70,,,,
NC,840-37,71,,,,
NC,840-37,72,,,,
NC,840-37,73,,,,
NC,840-37,74,,,,
NC,840-37,75,,,,
NC,840-37,76,,,,
NC,840-37,77,,,,
NC,840-37,78,,,,
NC,840-37,79,,,,
NC,840-37,80,,,,
NC,840-37,81,,,,
NC,840-37,82,,,,
NC,840-37,83,,,,
NC,840-37,84,,,,
NC,840-37,85,,,,
NC,840-37,86,,,,
NC,840-37,87,,,,
NC,840-37,88,,,,
NC,840-37,89,,,,
NC,840-37,90,,,,
NC,840-37,91,,,,
NC,840-37,92,,,,
NC,840-37,93,,,,
NC,840-37,94,,,,
NC,840-37,95,,,,
NC,840-37,96,,,,
NC,840-37,97,,,,
NC,840-37,98,,,,
NC,840-37,99,,,,
NC,840-37,100,,,,
