"from","to","gender","age","rate"
"UT","AK","m","0","0.0000789683"
"UT","AK","m","1","0.0000789683"
"UT","AK","m","2","0.0000789683"
"UT","AK","m","3","0.0000789683"
"UT","AK","m","4","0.0000789683"
"UT","AK","m","5","0.0000741014"
"UT","AK","m","6","0.0000741014"
"UT","AK","m","7","0.0000741014"
"UT","AK","m","8","0.0000741014"
"UT","AK","m","9","0.0000741014"
"UT","AK","m","10","0.0000999509"
"UT","AK","m","11","0.0000999509"
"UT","AK","m","12","0.0000999509"
"UT","AK","m","13","0.0000999509"
"UT","AK","m","14","0.0000999509"
"UT","AK","m","15","0.00030731"
"UT","AK","m","16","0.00030731"
"UT","AK","m","17","0.00030731"
"UT","AK","m","18","0.00030731"
"UT","AK","m","19","0.00030731"
"UT","AK","m","20","0.000225806"
"UT","AK","m","21","0.000225806"
"UT","AK","m","22","0.000225806"
"UT","AK","m","23","0.000225806"
"UT","AK","m","24","0.000225806"
"UT","AK","m","25","0.0000387"
"UT","AK","m","26","0.0000387"
"UT","AK","m","27","0.0000387"
"UT","AK","m","28","0.0000387"
"UT","AK","m","29","0.0000387"
"UT","AK","m","30","0.000223461"
"UT","AK","m","31","0.000223461"
"UT","AK","m","32","0.000223461"
"UT","AK","m","33","0.000223461"
"UT","AK","m","34","0.000223461"
"UT","AK","m","35","0.000206518"
"UT","AK","m","36","0.000206518"
"UT","AK","m","37","0.000206518"
"UT","AK","m","38","0.000206518"
"UT","AK","m","39","0.000206518"
"UT","AK","m","40","0.000728386"
"UT","AK","m","41","0.000728386"
"UT","AK","m","42","0.000728386"
"UT","AK","m","43","0.000728386"
"UT","AK","m","44","0.000728386"
"UT","AK","m","45","0.001124344"
"UT","AK","m","46","0.001124344"
"UT","AK","m","47","0.001124344"
"UT","AK","m","48","0.001124344"
"UT","AK","m","49","0.001124344"
"UT","AK","m","50","0.0000357"
"UT","AK","m","51","0.0000357"
"UT","AK","m","52","0.0000357"
"UT","AK","m","53","0.0000357"
"UT","AK","m","54","0.0000357"
"UT","AK","m","55","0.000383344"
"UT","AK","m","56","0.000383344"
"UT","AK","m","57","0.000383344"
"UT","AK","m","58","0.000383344"
"UT","AK","m","59","0.000383344"
"UT","AK","m","60","0"
"UT","AK","m","61","0"
"UT","AK","m","62","0"
"UT","AK","m","63","0"
"UT","AK","m","64","0"
"UT","AK","m","65","0.00005"
"UT","AK","m","66","0.00005"
"UT","AK","m","67","0.00005"
"UT","AK","m","68","0.00005"
"UT","AK","m","69","0.00005"
"UT","AK","m","70","0"
"UT","AK","m","71","0"
"UT","AK","m","72","0"
"UT","AK","m","73","0"
