region,region_code,age,rural,urban,all
VT,840-50,0,,0,0
VT,840-50,1,,0,0
VT,840-50,2,,0,0
VT,840-50,3,,0,0
VT,840-50,4,,0,0
VT,840-50,5,,0,0
VT,840-50,6,,0,0
VT,840-50,7,,0,0
VT,840-50,8,,0,0
VT,840-50,9,,0,0
VT,840-50,10,,0,0
VT,840-50,11,,0,0
VT,840-50,12,,0,0
VT,840-50,13,,0,0
VT,840-50,14,,0,0
VT,840-50,15,,0.012514758,0.012514758
VT,840-50,16,,0,0
VT,840-50,17,,0.006918099,0.006918099
VT,840-50,18,,0.021521616,0.021521616
VT,840-50,19,,0.012925035,0.012925035
VT,840-50,20,,0.038834951,0.038834951
VT,840-50,21,,0.061743054,0.061743054
VT,840-50,22,,0.085388128,0.085388128
VT,840-50,23,,0.076410256,0.076410256
VT,840-50,24,,0.142715232,0.142715232
VT,840-50,25,,0.067761194,0.067761194
VT,840-50,26,,0.127226463,0.127226463
VT,840-50,27,,0.152954809,0.152954809
VT,840-50,28,,0.136234357,0.136234357
VT,840-50,29,,0.056692913,0.056692913
VT,840-50,30,,0.074417373,0.074417373
VT,840-50,31,,0.123859959,0.123859959
VT,840-50,32,,0.120265973,0.120265973
VT,840-50,33,,0.08225539,0.08225539
VT,840-50,34,,0.094506793,0.094506793
VT,840-50,35,,0.041143216,0.041143216
VT,840-50,36,,0.057932264,0.057932264
VT,840-50,37,,0.045045045,0.045045045
VT,840-50,38,,0.064066852,0.064066852
VT,840-50,39,,0.019620811,0.019620811
VT,840-50,40,,0.021818923,0.021818923
VT,840-50,41,,0.035136385,0.035136385
VT,840-50,42,,0.003570678,0.003570678
VT,840-50,43,,0.005541347,0.005541347
VT,840-50,44,,0.002388389,0.002388389
VT,840-50,45,,0,0
VT,840-50,46,,0.003728252,0.003728252
VT,840-50,47,,0.01108609,0.01108609
VT,840-50,48,,0.002426764,0.002426764
VT,840-50,49,,0,0
VT,840-50,50,,0.002757949,0.002757949
VT,840-50,51,,0,0
VT,840-50,52,,0,0
VT,840-50,53,,0,0
VT,840-50,54,,0,0
VT,840-50,55,,0,0
VT,840-50,56,,0,0
VT,840-50,57,,0,0
VT,840-50,58,,0,0
VT,840-50,59,,0,0
VT,840-50,60,,0,0
VT,840-50,61,,0,0
VT,840-50,62,,0,0
VT,840-50,63,,0,0
VT,840-50,64,,0,0
VT,840-50,65,,0,0
VT,840-50,66,,0,0
VT,840-50,67,,0,0
VT,840-50,68,,0,0
VT,840-50,69,,0,0
VT,840-50,70,,0,0
VT,840-50,71,,0,0
VT,840-50,72,,0,0
VT,840-50,73,,0,0
VT,840-50,74,,0,0
VT,840-50,75,,0,0
VT,840-50,76,,0,0
VT,840-50,77,,0,0
VT,840-50,78,,0,0
VT,840-50,79,,0,0
VT,840-50,80,,0,0
VT,840-50,81,,0,0
VT,840-50,82,,0,0
VT,840-50,83,,0,0
VT,840-50,84,,0,0
VT,840-50,85,,0,0
VT,840-50,86,,0,0
VT,840-50,87,,0,0
VT,840-50,88,,0,0
VT,840-50,89,,0,0
VT,840-50,90,,0,0
VT,840-50,91,,0,0
VT,840-50,92,,0,0
VT,840-50,93,,0,0
VT,840-50,94,,0,0
VT,840-50,95,,0,0
VT,840-50,96,,0,0
VT,840-50,97,,0,0
VT,840-50,98,,0,0
VT,840-50,99,,0,0
VT,840-50,100,,0,0
