region,region_code,age,rural,urban,all
MA,840-25,0,,0,0
MA,840-25,1,,0,0
MA,840-25,2,,0,0
MA,840-25,3,,0,0
MA,840-25,4,,0,0
MA,840-25,5,,0,0
MA,840-25,6,,0,0
MA,840-25,7,,0,0
MA,840-25,8,,0,0
MA,840-25,9,,0,0
MA,840-25,10,,0,0
MA,840-25,11,,0,0
MA,840-25,12,,0,0
MA,840-25,13,,0,0
MA,840-25,14,,0,0
MA,840-25,15,,0.001779017,0.001779017
MA,840-25,16,,0.008603497,0.008603497
MA,840-25,17,,0.013193147,0.013193147
MA,840-25,18,,0.021772056,0.021772056
MA,840-25,19,,0.024769143,0.024769143
MA,840-25,20,,0.033545757,0.033545757
MA,840-25,21,,0.053252125,0.053252125
MA,840-25,22,,0.051126651,0.051126651
MA,840-25,23,,0.054962647,0.054962647
MA,840-25,24,,0.059912141,0.059912141
MA,840-25,25,,0.059225665,0.059225665
MA,840-25,26,,0.056295887,0.056295887
MA,840-25,27,,0.083894572,0.083894572
MA,840-25,28,,0.076551855,0.076551855
MA,840-25,29,,0.117696122,0.117696122
MA,840-25,30,,0.115935004,0.115935004
MA,840-25,31,,0.112720865,0.112720865
MA,840-25,32,,0.13068007,0.13068007
MA,840-25,33,,0.125212391,0.125212391
MA,840-25,34,,0.111464049,0.111464049
MA,840-25,35,,0.108783737,0.108783737
MA,840-25,36,,0.086064458,0.086064458
MA,840-25,37,,0.085903186,0.085903186
MA,840-25,38,,0.061101212,0.061101212
MA,840-25,39,,0.052454026,0.052454026
MA,840-25,40,,0.032447542,0.032447542
MA,840-25,41,,0.020316689,0.020316689
MA,840-25,42,,0.015376242,0.015376242
MA,840-25,43,,0.011512826,0.011512826
MA,840-25,44,,0.007922518,0.007922518
MA,840-25,45,,0.00661073,0.00661073
MA,840-25,46,,0.00718164,0.00718164
MA,840-25,47,,0.003814441,0.003814441
MA,840-25,48,,0.004980695,0.004980695
MA,840-25,49,,0.004803443,0.004803443
MA,840-25,50,,0.005306637,0.005306637
MA,840-25,51,,0,0
MA,840-25,52,,0,0
MA,840-25,53,,0,0
MA,840-25,54,,0,0
MA,840-25,55,,0,0
MA,840-25,56,,0,0
MA,840-25,57,,0,0
MA,840-25,58,,0,0
MA,840-25,59,,0,0
MA,840-25,60,,0,0
MA,840-25,61,,0,0
MA,840-25,62,,0,0
MA,840-25,63,,0,0
MA,840-25,64,,0,0
MA,840-25,65,,0,0
MA,840-25,66,,0,0
MA,840-25,67,,0,0
MA,840-25,68,,0,0
MA,840-25,69,,0,0
MA,840-25,70,,0,0
MA,840-25,71,,0,0
MA,840-25,72,,0,0
MA,840-25,73,,0,0
MA,840-25,74,,0,0
MA,840-25,75,,0,0
MA,840-25,76,,0,0
MA,840-25,77,,0,0
MA,840-25,78,,0,0
MA,840-25,79,,0,0
MA,840-25,80,,0,0
MA,840-25,81,,0,0
MA,840-25,82,,0,0
MA,840-25,83,,0,0
MA,840-25,84,,0,0
MA,840-25,85,,0,0
MA,840-25,86,,0,0
MA,840-25,87,,0,0
MA,840-25,88,,0,0
MA,840-25,89,,0,0
MA,840-25,90,,0,0
MA,840-25,91,,0,0
MA,840-25,92,,0,0
MA,840-25,93,,0,0
MA,840-25,94,,0,0
MA,840-25,95,,0,0
MA,840-25,96,,0,0
MA,840-25,97,,0,0
MA,840-25,98,,0,0
MA,840-25,99,,0,0
MA,840-25,100,,0,0
